"","unique(lncrna_genes$gene_id)"
"2070","ENSG00000237880"
"2071","ENSG00000224568"
"2072","ENSG00000286769"
"2073","ENSG00000232991"
"2074","ENSG00000230651"
"2075","ENSG00000231221"
"2076","ENSG00000225328"
"2077","ENSG00000214184"
"2078","ENSG00000228763"
"2079","ENSG00000259863"
"2080","ENSG00000230696"
"2081","ENSG00000282033"
"2082","ENSG00000283684"
"2083","ENSG00000204588"
"2084","ENSG00000282304"
"2085","ENSG00000175772"
"2086","ENSG00000273471"
"2087","ENSG00000227574"
"2088","ENSG00000231536"
"2089","ENSG00000235881"
"2090","ENSG00000172965"
"2091","ENSG00000204581"
"2092","ENSG00000230499"
"2093","ENSG00000271590"
"2094","ENSG00000229118"
"2095","ENSG00000270190"
"2096","ENSG00000279191"
"2097","ENSG00000285016"
"2098","ENSG00000280878"
"2099","ENSG00000240350"
"2100","ENSG00000224959"
"2101","ENSG00000225744"
"2102","ENSG00000286904"
"2103","ENSG00000287141"
"2104","ENSG00000278962"
"2105","ENSG00000286545"
"2106","ENSG00000243389"
"2107","ENSG00000228251"
"2108","ENSG00000237753"
"2109","ENSG00000287937"
"2110","ENSG00000280228"
"2111","ENSG00000234174"
"2112","ENSG00000189223"
"2113","ENSG00000234997"
"2114","ENSG00000272563"
"2115","ENSG00000234148"
"2116","ENSG00000231943"
"2117","ENSG00000226516"
"2118","ENSG00000287165"
"2119","ENSG00000279267"
"2120","ENSG00000233479"
"2121","ENSG00000227359"
"2122","ENSG00000244063"
"2123","ENSG00000228857"
"2124","ENSG00000270019"
"2125","ENSG00000279957"
"2126","ENSG00000234199"
"2127","ENSG00000243179"
"2128","ENSG00000286513"
"2129","ENSG00000235242"
"2130","ENSG00000231538"
"2131","ENSG00000235717"
"2132","ENSG00000286776"
"2133","ENSG00000235026"
"2134","ENSG00000287451"
"2135","ENSG00000286370"
"2136","ENSG00000238207"
"2137","ENSG00000236255"
"2138","ENSG00000235066"
"2139","ENSG00000272895"
"2140","ENSG00000279227"
"2141","ENSG00000226856"
"2142","ENSG00000258910"
"2143","ENSG00000259094"
"2144","ENSG00000229867"
"2145","ENSG00000231013"
"2146","ENSG00000224789"
"2147","ENSG00000235840"
"2148","ENSG00000280409"
"2149","ENSG00000237614"
"2150","ENSG00000232140"
"2151","ENSG00000229774"
"2152","ENSG00000271709"
"2153","ENSG00000234455"
"2154","ENSG00000236145"
"2155","ENSG00000265451"
"2156","ENSG00000236859"
"2157","ENSG00000279721"
"2158","ENSG00000224655"
"2159","ENSG00000286481"
"2160","ENSG00000287871"
"2161","ENSG00000237856"
"2162","ENSG00000232740"
"2163","ENSG00000287854"
"2164","ENSG00000226708"
"2165","ENSG00000279874"
"2166","ENSG00000228400"
"2167","ENSG00000286384"
"2168","ENSG00000286206"
"2169","ENSG00000235491"
"2170","ENSG00000226813"
"2171","ENSG00000286515"
"2172","ENSG00000235774"
"2173","ENSG00000260634"
"2174","ENSG00000286971"
"2175","ENSG00000260163"
"2176","ENSG00000286400"
"2177","ENSG00000286145"
"2178","ENSG00000236682"
"2179","ENSG00000287742"
"2180","ENSG00000231731"
"2181","ENSG00000272789"
"2182","ENSG00000272667"
"2183","ENSG00000286873"
"2184","ENSG00000237532"
"2185","ENSG00000238277"
"2186","ENSG00000204460"
"2187","ENSG00000229536"
"2188","ENSG00000286957"
"2189","ENSG00000237574"
"2190","ENSG00000286026"
"2191","ENSG00000286058"
"2192","ENSG00000224087"
"2193","ENSG00000225819"
"2194","ENSG00000225341"
"2195","ENSG00000232408"
"2196","ENSG00000282944"
"2197","ENSG00000229797"
"2198","ENSG00000233221"
"2199","ENSG00000285819"
"2200","ENSG00000284604"
"2201","ENSG00000283303"
"2202","ENSG00000223631"
"2203","ENSG00000273073"
"2204","ENSG00000286208"
"2205","ENSG00000224559"
"2206","ENSG00000287151"
"2207","ENSG00000229203"
"2208","ENSG00000244337"
"2209","ENSG00000235615"
"2210","ENSG00000236485"
"2211","ENSG00000287414"
"2212","ENSG00000230803"
"2213","ENSG00000272769"
"2214","ENSG00000286833"
"2215","ENSG00000230065"
"2216","ENSG00000286068"
"2217","ENSG00000233729"
"2218","ENSG00000279512"
"2219","ENSG00000226953"
"2220","ENSG00000232474"
"2221","ENSG00000223430"
"2222","ENSG00000286697"
"2223","ENSG00000287463"
"2224","ENSG00000224043"
"2225","ENSG00000226806"
"2226","ENSG00000231890"
"2227","ENSG00000237262"
"2228","ENSG00000279024"
"2229","ENSG00000224231"
"2230","ENSG00000228043"
"2231","ENSG00000230569"
"2232","ENSG00000241772"
"2233","ENSG00000260059"
"2234","ENSG00000237772"
"2235","ENSG00000287147"
"2236","ENSG00000286778"
"2237","ENSG00000226939"
"2238","ENSG00000229131"
"2239","ENSG00000223554"
"2240","ENSG00000224028"
"2241","ENSG00000244125"
"2242","ENSG00000257284"
"2243","ENSG00000228655"
"2244","ENSG00000283994"
"2245","ENSG00000231758"
"2246","ENSG00000257277"
"2247","ENSG00000257226"
"2248","ENSG00000236356"
"2249","ENSG00000232377"
"2250","ENSG00000283118"
"2251","ENSG00000279166"
"2252","ENSG00000238057"
"2253","ENSG00000287115"
"2254","ENSG00000232606"
"2255","ENSG00000226674"
"2256","ENSG00000234940"
"2257","ENSG00000268580"
"2258","ENSG00000235435"
"2259","ENSG00000225107"
"2260","ENSG00000286225"
"2261","ENSG00000226218"
"2262","ENSG00000233842"
"2263","ENSG00000279876"
"2264","ENSG00000231040"
"2265","ENSG00000227902"
"2266","ENSG00000287847"
"2267","ENSG00000223911"
"2268","ENSG00000281469"
"2269","ENSG00000281772"
"2270","ENSG00000231079"
"2271","ENSG00000286167"
"2272","ENSG00000286335"
"2273","ENSG00000231969"
"2274","ENSG00000162947"
"2275","ENSG00000286081"
"2276","ENSG00000230645"
"2277","ENSG00000231420"
"2278","ENSG00000236049"
"2279","ENSG00000237220"
"2280","ENSG00000232359"
"2281","ENSG00000224048"
"2282","ENSG00000228064"
"2283","ENSG00000222031"
"2284","ENSG00000236885"
"2285","ENSG00000288066"
"2286","ENSG00000225214"
"2287","ENSG00000286234"
"2288","ENSG00000287085"
"2289","ENSG00000286207"
"2290","ENSG00000224612"
"2291","ENSG00000227708"
"2292","ENSG00000227400"
"2293","ENSG00000224675"
"2294","ENSG00000238004"
"2295","ENSG00000287900"
"2296","ENSG00000230991"
"2297","ENSG00000286679"
"2298","ENSG00000226383"
"2299","ENSG00000282440"
"2300","ENSG00000283436"
"2301","ENSG00000287048"
"2302","ENSG00000286889"
"2303","ENSG00000286530"
"2304","ENSG00000234584"
"2305","ENSG00000270557"
"2306","ENSG00000271320"
"2307","ENSG00000237327"
"2308","ENSG00000227480"
"2309","ENSG00000204380"
"2310","ENSG00000228586"
"2311","ENSG00000286621"
"2312","ENSG00000223642"
"2313","ENSG00000224152"
"2314","ENSG00000226266"
"2315","ENSG00000287091"
"2316","ENSG00000285155"
"2317","ENSG00000285373"
"2318","ENSG00000279844"
"2319","ENSG00000224467"
"2320","ENSG00000235724"
"2321","ENSG00000227403"
"2322","ENSG00000224076"
"2323","ENSG00000251621"
"2324","ENSG00000280105"
"2325","ENSG00000288091"
"2326","ENSG00000230918"
"2327","ENSG00000233397"
"2328","ENSG00000236841"
"2329","ENSG00000237750"
"2330","ENSG00000237844"
"2331","ENSG00000236283"
"2332","ENSG00000288089"
"2333","ENSG00000235192"
"2334","ENSG00000229195"
"2335","ENSG00000232411"
"2336","ENSG00000224490"
"2337","ENSG00000236107"
"2338","ENSG00000254552"
"2339","ENSG00000228222"
"2340","ENSG00000235335"
"2341","ENSG00000227617"
"2342","ENSG00000235321"
"2343","ENSG00000231898"
"2344","ENSG00000213981"
"2345","ENSG00000234350"
"2346","ENSG00000222033"
"2347","ENSG00000239467"
"2348","ENSG00000235934"
"2349","ENSG00000286611"
"2350","ENSG00000286115"
"2351","ENSG00000236651"
"2352","ENSG00000232555"
"2353","ENSG00000288048"
"2354","ENSG00000286557"
"2355","ENSG00000278924"
"2356","ENSG00000226963"
"2357","ENSG00000232788"
"2358","ENSG00000225205"
"2359","ENSG00000228016"
"2360","ENSG00000238133"
"2361","ENSG00000270460"
"2362","ENSG00000271151"
"2363","ENSG00000273258"
"2364","ENSG00000260868"
"2365","ENSG00000231453"
"2366","ENSG00000280414"
"2367","ENSG00000226853"
"2368","ENSG00000279884"
"2369","ENSG00000236449"
"2370","ENSG00000237798"
"2371","ENSG00000229750"
"2372","ENSG00000229066"
"2373","ENSG00000235047"
"2374","ENSG00000229779"
"2375","ENSG00000237380"
"2376","ENSG00000224189"
"2377","ENSG00000272729"
"2378","ENSG00000226363"
"2379","ENSG00000279160"
"2380","ENSG00000224577"
"2381","ENSG00000229434"
"2382","ENSG00000236231"
"2383","ENSG00000272551"
"2384","ENSG00000163364"
"2385","ENSG00000230552"
"2386","ENSG00000279205"
"2387","ENSG00000227098"
"2388","ENSG00000236501"
"2389","ENSG00000229337"
"2390","ENSG00000222043"
"2391","ENSG00000213963"
"2392","ENSG00000271825"
"2393","ENSG00000271996"
"2394","ENSG00000280374"
"2395","ENSG00000237655"
"2396","ENSG00000229941"
"2397","ENSG00000236664"
"2398","ENSG00000223960"
"2399","ENSG00000237298"
"2400","ENSG00000270956"
"2401","ENSG00000270277"
"2402","ENSG00000279598"
"2403","ENSG00000271011"
"2404","ENSG00000270574"
"2405","ENSG00000271141"
"2406","ENSG00000271401"
"2407","ENSG00000267784"
"2408","ENSG00000287149"
"2409","ENSG00000237477"
"2410","ENSG00000225258"
"2411","ENSG00000281131"
"2412","ENSG00000279559"
"2413","ENSG00000236153"
"2414","ENSG00000238171"
"2415","ENSG00000234663"
"2416","ENSG00000226681"
"2417","ENSG00000234595"
"2418","ENSG00000225570"
"2419","ENSG00000260742"
"2420","ENSG00000287536"
"2421","ENSG00000224643"
"2422","ENSG00000272800"
"2423","ENSG00000287621"
"2424","ENSG00000286879"
"2425","ENSG00000234172"
"2426","ENSG00000286807"
"2427","ENSG00000286152"
"2428","ENSG00000286980"
"2429","ENSG00000283839"
"2430","ENSG00000286797"
"2431","ENSG00000231646"
"2432","ENSG00000226747"
"2433","ENSG00000287129"
"2434","ENSG00000237877"
"2435","ENSG00000259915"
"2436","ENSG00000227227"
"2437","ENSG00000224063"
"2438","ENSG00000231689"
"2439","ENSG00000223523"
"2440","ENSG00000228073"
"2441","ENSG00000287418"
"2442","ENSG00000253559"
"2443","ENSG00000273240"
"2444","ENSG00000272979"
"2445","ENSG00000233654"
"2446","ENSG00000284052"
"2447","ENSG00000228509"
"2448","ENSG00000235852"
"2449","ENSG00000230686"
"2450","ENSG00000231858"
"2451","ENSG00000288064"
"2452","ENSG00000280083"
"2453","ENSG00000227542"
"2454","ENSG00000225884"
"2455","ENSG00000233766"
"2456","ENSG00000229395"
"2457","ENSG00000232227"
"2458","ENSG00000227418"
"2459","ENSG00000286358"
"2460","ENSG00000286868"
"2461","ENSG00000260142"
"2462","ENSG00000225539"
"2463","ENSG00000286539"
"2464","ENSG00000230173"
"2465","ENSG00000235056"
"2466","ENSG00000224099"
"2467","ENSG00000271893"
"2468","ENSG00000223466"
"2469","ENSG00000234919"
"2470","ENSG00000272211"
"2471","ENSG00000229056"
"2472","ENSG00000282836"
"2473","ENSG00000280176"
"2474","ENSG00000231621"
"2475","ENSG00000236977"
"2476","ENSG00000225979"
"2477","ENSG00000287858"
"2478","ENSG00000222017"
"2479","ENSG00000286020"
"2480","ENSG00000237035"
"2481","ENSG00000236653"
"2482","ENSG00000225421"
"2483","ENSG00000231557"
"2484","ENSG00000257045"
"2485","ENSG00000225953"
"2486","ENSG00000238217"
"2487","ENSG00000232732"
"2488","ENSG00000287027"
"2489","ENSG00000287299"
"2490","ENSG00000284084"
"2491","ENSG00000237166"
"2492","ENSG00000230408"
"2493","ENSG00000183308"
"2494","ENSG00000232719"
"2495","ENSG00000226312"
"2496","ENSG00000234431"
"2497","ENSG00000287133"
"2498","ENSG00000273209"
"2499","ENSG00000222035"
"2500","ENSG00000287041"
"2501","ENSG00000231903"
"2502","ENSG00000286223"
"2503","ENSG00000272966"
"2504","ENSG00000273456"
"2505","ENSG00000256458"
"2506","ENSG00000234714"
"2507","ENSG00000237271"
"2508","ENSG00000236634"
"2509","ENSG00000237843"
"2510","ENSG00000287524"
"2511","ENSG00000225216"
"2512","ENSG00000225610"
"2513","ENSG00000227946"
"2514","ENSG00000231955"
"2515","ENSG00000279220"
"2516","ENSG00000228577"
"2517","ENSG00000231653"
"2518","ENSG00000229321"
"2519","ENSG00000260171"
"2520","ENSG00000237892"
"2521","ENSG00000229647"
"2522","ENSG00000224342"
"2523","ENSG00000234902"
"2524","ENSG00000286568"
"2525","ENSG00000225916"
"2526","ENSG00000240440"
"2527","ENSG00000223725"
"2528","ENSG00000225064"
"2529","ENSG00000224137"
"2530","ENSG00000272851"
"2531","ENSG00000225111"
"2532","ENSG00000231908"
"2533","ENSG00000231896"
"2534","ENSG00000287662"
"2535","ENSG00000286249"
"2536","ENSG00000272807"
"2537","ENSG00000229127"
"2538","ENSG00000279317"
"2539","ENSG00000234281"
"2540","ENSG00000280837"
"2541","ENSG00000273118"
"2542","ENSG00000234308"
"2543","ENSG00000223373"
"2544","ENSG00000286965"
"2545","ENSG00000270659"
"2546","ENSG00000236193"
"2547","ENSG00000272519"
"2548","ENSG00000196096"
"2549","ENSG00000197585"
"2550","ENSG00000224257"
"2551","ENSG00000229267"
"2552","ENSG00000227769"
"2553","ENSG00000286836"
"2554","ENSG00000237571"
"2555","ENSG00000230695"
"2556","ENSG00000225166"
"2557","ENSG00000228618"
"2558","ENSG00000234938"
"2559","ENSG00000237525"
"2560","ENSG00000227981"
"2561","ENSG00000235770"
"2562","ENSG00000230838"
"2563","ENSG00000227824"
"2564","ENSG00000226276"
"2565","ENSG00000279348"
"2566","ENSG00000260804"
"2567","ENSG00000231092"
"2568","ENSG00000233581"
"2569","ENSG00000235042"
"2570","ENSG00000232485"
"2571","ENSG00000241520"
"2572","ENSG00000224391"
"2573","ENSG00000225794"
"2574","ENSG00000236886"
"2575","ENSG00000229352"
"2576","ENSG00000286601"
"2577","ENSG00000231597"
"2578","ENSG00000223874"
"2579","ENSG00000237479"
"2580","ENSG00000227021"
"2581","ENSG00000236295"
"2582","ENSG00000259855"
"2583","ENSG00000287498"
"2584","ENSG00000233143"
"2585","ENSG00000231672"
"2586","ENSG00000223923"
"2587","ENSG00000261338"
"2588","ENSG00000237281"
"2589","ENSG00000225062"
"2590","ENSG00000273361"
"2591","ENSG00000273466"
"2592","ENSG00000286154"
"2593","ENSG00000272555"
"2594","ENSG00000228135"
"2595","ENSG00000235024"
"2596","ENSG00000236445"
"2597","ENSG00000224090"
"2598","ENSG00000286606"
"2599","ENSG00000272644"
"2600","ENSG00000287529"
"2601","ENSG00000230432"
"2602","ENSG00000229525"
"2603","ENSG00000234638"
"2604","ENSG00000280323"
"2605","ENSG00000227432"
"2606","ENSG00000268603"
"2607","ENSG00000268896"
"2608","ENSG00000269068"
"2609","ENSG00000228973"
"2610","ENSG00000267919"
"2611","ENSG00000227308"
"2612","ENSG00000228909"
"2613","ENSG00000286199"
"2614","ENSG00000239498"
"2615","ENSG00000235337"
"2616","ENSG00000236451"
"2617","ENSG00000224819"
"2618","ENSG00000286272"
"2619","ENSG00000286170"
"2620","ENSG00000272944"
"2621","ENSG00000234446"
"2622","ENSG00000267034"
"2623","ENSG00000234193"
"2624","ENSG00000231189"
"2625","ENSG00000235610"
"2626","ENSG00000228802"
"2627","ENSG00000274629"
"2628","ENSG00000273301"
"2629","ENSG00000279015"
"2630","ENSG00000235070"
"2631","ENSG00000272622"
"2632","ENSG00000261379"
"2633","ENSG00000236432"
"2634","ENSG00000236116"
"2635","ENSG00000286772"
"2636","ENSG00000232023"
"2637","ENSG00000228226"
"2638","ENSG00000287791"
"2639","ENSG00000231534"
"2640","ENSG00000225963"
"2641","ENSG00000279964"
"2642","ENSG00000235419"
"2643","ENSG00000226125"
"2644","ENSG00000232520"
"2645","ENSG00000230385"
"2646","ENSG00000283164"
"2647","ENSG00000238062"
"2648","ENSG00000261829"
"2649","ENSG00000224376"
"2650","ENSG00000233538"
"2651","ENSG00000181798"
"2652","ENSG00000286942"
"2653","ENSG00000286399"
"2654","ENSG00000261096"
"2655","ENSG00000227033"
"2656","ENSG00000224516"
"2657","ENSG00000237087"
"2658","ENSG00000237126"
"2659","ENSG00000241409"
"2660","ENSG00000222001"
"2661","ENSG00000259793"
"2662","ENSG00000224814"
"2663","ENSG00000279809"
"2664","ENSG00000237581"
"2665","ENSG00000286059"
"2666","ENSG00000279218"
"2667","ENSG00000226442"
"2668","ENSG00000261298"
"2669","ENSG00000288040"
"2670","ENSG00000228162"
"2671","ENSG00000231682"
"2672","ENSG00000280744"
"2673","ENSG00000235726"
"2674","ENSG00000226542"
"2675","ENSG00000235293"
"2676","ENSG00000235529"
"2677","ENSG00000222007"
"2678","ENSG00000233611"
"2679","ENSG00000270540"
"2680","ENSG00000232893"
"2681","ENSG00000232328"
"2682","ENSG00000227252"
"2683","ENSG00000124835"
"2684","ENSG00000224844"
"2685","ENSG00000224132"
"2686","ENSG00000222022"
"2687","ENSG00000222032"
"2688","ENSG00000234949"
"2689","ENSG00000227107"
"2690","ENSG00000286864"
"2691","ENSG00000279484"
"2692","ENSG00000186235"
"2693","ENSG00000225057"
"2694","ENSG00000283635"
"2695","ENSG00000232306"
"2696","ENSG00000229915"
"2697","ENSG00000225493"
"2698","ENSG00000234279"
"2699","ENSG00000286160"
"2700","ENSG00000286748"
"2701","ENSG00000226992"
"2702","ENSG00000227744"
"2703","ENSG00000286307"
"2704","ENSG00000287405"
"2705","ENSG00000222020"
"2706","ENSG00000286525"
"2707","ENSG00000288082"
"2708","ENSG00000286188"
"2709","ENSG00000196758"
"2710","ENSG00000227459"
"2711","ENSG00000259889"
"2712","ENSG00000220256"
"2713","ENSG00000286325"
"2714","ENSG00000286183"
"2715","ENSG00000227479"
"2716","ENSG00000218416"
"2717","ENSG00000287049"
"2718","ENSG00000260942"
"2719","ENSG00000219159"
"2720","ENSG00000233392"
"2721","ENSG00000223991"
"2722","ENSG00000229996"
"2723","ENSG00000225521"
"2724","ENSG00000286588"
"2725","ENSG00000223374"
"2726","ENSG00000288080"
"2727","ENSG00000234235"
"2728","ENSG00000273113"
"2729","ENSG00000235351"
"2730","ENSG00000215692"
"2731","ENSG00000234793"
"2732","ENSG00000215023"
"2733","ENSG00000224272"
"2734","ENSG00000235151"
"2735","ENSG00000233806"
"2736","ENSG00000237940"
"2737","ENSG00000280119"
"2738","ENSG00000226423"
"2739","ENSG00000287971"
"2740","ENSG00000232002"
"2741","ENSG00000261186"
"2742","ENSG00000223587"
"2743","ENSG00000224918"
"2744","ENSG00000224318"
"2745","ENSG00000287140"
"2746","ENSG00000234661"
"2747","ENSG00000287505"
"2748","ENSG00000224957"
"2749","ENSG00000224239"
"2750","ENSG00000235158"
"2751","ENSG00000225044"
"2752","ENSG00000227588"
"2753","ENSG00000286363"
"2754","ENSG00000237990"
"2755","ENSG00000271870"
"2756","ENSG00000223727"
"2757","ENSG00000287720"
"2758","ENSG00000286579"
"2759","ENSG00000231249"
"2760","ENSG00000235947"
"2761","ENSG00000235978"
"2762","ENSG00000235831"
"2763","ENSG00000233912"
"2764","ENSG00000268509"
"2765","ENSG00000230944"
"2766","ENSG00000229642"
"2767","ENSG00000226022"
"2768","ENSG00000189229"
"2769","ENSG00000226258"
"2770","ENSG00000237665"
"2771","ENSG00000288030"
"2772","ENSG00000236202"
"2773","ENSG00000270207"
"2774","ENSG00000227110"
"2775","ENSG00000228351"
"2776","ENSG00000231401"
"2777","ENSG00000224884"
"2778","ENSG00000224808"
"2779","ENSG00000287623"
"2780","ENSG00000228723"
"2781","ENSG00000227929"
"2782","ENSG00000235830"
"2783","ENSG00000254485"
"2784","ENSG00000206573"
"2785","ENSG00000287878"
"2786","ENSG00000269886"
"2787","ENSG00000269894"
"2788","ENSG00000230082"
"2789","ENSG00000269982"
"2790","ENSG00000206567"
"2791","ENSG00000287086"
"2792","ENSG00000231177"
"2793","ENSG00000240288"
"2794","ENSG00000236999"
"2795","ENSG00000224771"
"2796","ENSG00000226567"
"2797","ENSG00000230599"
"2798","ENSG00000286962"
"2799","ENSG00000232287"
"2800","ENSG00000287964"
"2801","ENSG00000285906"
"2802","ENSG00000271716"
"2803","ENSG00000272483"
"2804","ENSG00000272263"
"2805","ENSG00000232746"
"2806","ENSG00000244502"
"2807","ENSG00000224514"
"2808","ENSG00000287059"
"2809","ENSG00000228242"
"2810","ENSG00000255021"
"2811","ENSG00000251576"
"2812","ENSG00000283392"
"2813","ENSG00000235629"
"2814","ENSG00000230172"
"2815","ENSG00000285969"
"2816","ENSG00000260902"
"2817","ENSG00000225733"
"2818","ENSG00000224660"
"2819","ENSG00000249786"
"2820","ENSG00000288077"
"2821","ENSG00000279465"
"2822","ENSG00000287042"
"2823","ENSG00000286689"
"2824","ENSG00000285654"
"2825","ENSG00000271964"
"2826","ENSG00000272498"
"2827","ENSG00000272529"
"2828","ENSG00000287377"
"2829","ENSG00000288050"
"2830","ENSG00000233570"
"2831","ENSG00000269391"
"2832","ENSG00000229271"
"2833","ENSG00000226441"
"2834","ENSG00000285731"
"2835","ENSG00000286352"
"2836","ENSG00000226238"
"2837","ENSG00000274840"
"2838","ENSG00000272477"
"2839","ENSG00000228956"
"2840","ENSG00000287069"
"2841","ENSG00000231304"
"2842","ENSG00000261734"
"2843","ENSG00000282987"
"2844","ENSG00000225542"
"2845","ENSG00000223351"
"2846","ENSG00000233153"
"2847","ENSG00000223791"
"2848","ENSG00000224074"
"2849","ENSG00000224822"
"2850","ENSG00000228791"
"2851","ENSG00000272554"
"2852","ENSG00000237838"
"2853","ENSG00000230891"
"2854","ENSG00000225386"
"2855","ENSG00000287348"
"2856","ENSG00000272282"
"2857","ENSG00000225548"
"2858","ENSG00000229243"
"2859","ENSG00000235493"
"2860","ENSG00000235904"
"2861","ENSG00000203506"
"2862","ENSG00000235593"
"2863","ENSG00000287774"
"2864","ENSG00000227260"
"2865","ENSG00000227549"
"2866","ENSG00000261468"
"2867","ENSG00000232490"
"2868","ENSG00000261572"
"2869","ENSG00000251224"
"2870","ENSG00000272149"
"2871","ENSG00000271643"
"2872","ENSG00000226320"
"2873","ENSG00000287981"
"2874","ENSG00000236452"
"2875","ENSG00000227498"
"2876","ENSG00000287641"
"2877","ENSG00000230830"
"2878","ENSG00000279727"
"2879","ENSG00000281100"
"2880","ENSG00000272334"
"2881","ENSG00000271993"
"2882","ENSG00000271653"
"2883","ENSG00000270194"
"2884","ENSG00000198590"
"2885","ENSG00000235257"
"2886","ENSG00000229589"
"2887","ENSG00000231243"
"2888","ENSG00000284669"
"2889","ENSG00000283849"
"2890","ENSG00000287620"
"2891","ENSG00000287995"
"2892","ENSG00000287958"
"2893","ENSG00000287780"
"2894","ENSG00000286996"
"2895","ENSG00000286781"
"2896","ENSG00000285885"
"2897","ENSG00000280739"
"2898","ENSG00000223797"
"2899","ENSG00000226302"
"2900","ENSG00000231873"
"2901","ENSG00000287415"
"2902","ENSG00000233096"
"2903","ENSG00000233919"
"2904","ENSG00000281160"
"2905","ENSG00000232354"
"2906","ENSG00000230084"
"2907","ENSG00000287629"
"2908","ENSG00000285539"
"2909","ENSG00000230970"
"2910","ENSG00000287417"
"2911","ENSG00000173811"
"2912","ENSG00000225611"
"2913","ENSG00000235288"
"2914","ENSG00000273328"
"2915","ENSG00000206552"
"2916","ENSG00000227245"
"2917","ENSG00000285766"
"2918","ENSG00000234617"
"2919","ENSG00000235886"
"2920","ENSG00000271192"
"2921","ENSG00000272121"
"2922","ENSG00000280435"
"2923","ENSG00000261786"
"2924","ENSG00000271937"
"2925","ENSG00000283036"
"2926","ENSG00000236869"
"2927","ENSG00000233509"
"2928","ENSG00000272077"
"2929","ENSG00000235845"
"2930","ENSG00000232455"
"2931","ENSG00000230530"
"2932","ENSG00000279017"
"2933","ENSG00000285788"
"2934","ENSG00000223552"
"2935","ENSG00000283646"
"2936","ENSG00000268324"
"2937","ENSG00000286570"
"2938","ENSG00000284672"
"2939","ENSG00000227398"
"2940","ENSG00000280173"
"2941","ENSG00000260236"
"2942","ENSG00000214773"
"2943","ENSG00000244380"
"2944","ENSG00000228350"
"2945","ENSG00000271973"
"2946","ENSG00000224424"
"2947","ENSG00000235236"
"2948","ENSG00000223343"
"2949","ENSG00000273211"
"2950","ENSG00000272434"
"2951","ENSG00000225399"
"2952","ENSG00000235908"
"2953","ENSG00000226913"
"2954","ENSG00000235120"
"2955","ENSG00000259970"
"2956","ENSG00000230698"
"2957","ENSG00000228008"
"2958","ENSG00000281691"
"2959","ENSG00000235016"
"2960","ENSG00000213600"
"2961","ENSG00000230454"
"2962","ENSG00000232352"
"2963","ENSG00000281358"
"2964","ENSG00000235058"
"2965","ENSG00000271858"
"2966","ENSG00000280382"
"2967","ENSG00000273356"
"2968","ENSG00000288063"
"2969","ENSG00000235455"
"2970","ENSG00000287707"
"2971","ENSG00000280422"
"2972","ENSG00000272762"
"2973","ENSG00000285685"
"2974","ENSG00000286419"
"2975","ENSG00000280003"
"2976","ENSG00000243224"
"2977","ENSG00000242797"
"2978","ENSG00000239799"
"2979","ENSG00000279144"
"2980","ENSG00000280417"
"2981","ENSG00000286531"
"2982","ENSG00000271916"
"2983","ENSG00000271976"
"2984","ENSG00000288029"
"2985","ENSG00000286353"
"2986","ENSG00000265992"
"2987","ENSG00000243715"
"2988","ENSG00000239991"
"2989","ENSG00000243572"
"2990","ENSG00000240708"
"2991","ENSG00000242568"
"2992","ENSG00000242775"
"2993","ENSG00000244586"
"2994","ENSG00000242317"
"2995","ENSG00000240777"
"2996","ENSG00000281708"
"2997","ENSG00000240198"
"2998","ENSG00000272202"
"2999","ENSG00000286952"
"3000","ENSG00000287502"
"3001","ENSG00000272146"
"3002","ENSG00000239801"
"3003","ENSG00000241933"
"3004","ENSG00000244161"
"3005","ENSG00000283148"
"3006","ENSG00000273493"
"3007","ENSG00000272182"
"3008","ENSG00000272360"
"3009","ENSG00000243384"
"3010","ENSG00000244383"
"3011","ENSG00000242428"
"3012","ENSG00000243295"
"3013","ENSG00000243903"
"3014","ENSG00000242545"
"3015","ENSG00000287649"
"3016","ENSG00000241472"
"3017","ENSG00000244342"
"3018","ENSG00000241359"
"3019","ENSG00000240549"
"3020","ENSG00000285399"
"3021","ENSG00000280620"
"3022","ENSG00000239653"
"3023","ENSG00000271843"
"3024","ENSG00000243410"
"3025","ENSG00000272181"
"3026","ENSG00000241111"
"3027","ENSG00000189196"
"3028","ENSG00000241572"
"3029","ENSG00000241101"
"3030","ENSG00000226017"
"3031","ENSG00000244564"
"3032","ENSG00000241158"
"3033","ENSG00000241684"
"3034","ENSG00000243149"
"3035","ENSG00000270059"
"3036","ENSG00000272610"
"3037","ENSG00000240175"
"3038","ENSG00000288039"
"3039","ENSG00000285738"
"3040","ENSG00000287873"
"3041","ENSG00000241884"
"3042","ENSG00000241316"
"3043","ENSG00000286967"
"3044","ENSG00000244513"
"3045","ENSG00000240842"
"3046","ENSG00000241667"
"3047","ENSG00000240405"
"3048","ENSG00000287487"
"3049","ENSG00000287669"
"3050","ENSG00000244203"
"3051","ENSG00000274387"
"3052","ENSG00000242094"
"3053","ENSG00000277855"
"3054","ENSG00000270562"
"3055","ENSG00000287131"
"3056","ENSG00000241163"
"3057","ENSG00000273461"
"3058","ENSG00000276471"
"3059","ENSG00000243083"
"3060","ENSG00000272774"
"3061","ENSG00000242618"
"3062","ENSG00000287882"
"3063","ENSG00000260670"
"3064","ENSG00000244345"
"3065","ENSG00000287595"
"3066","ENSG00000239677"
"3067","ENSG00000278934"
