"","unique(lncrna_genes$gene_id)"
"9635","ENSG00000203520"
"9636","ENSG00000256789"
"9637","ENSG00000256824"
"9638","ENSG00000256481"
"9639","ENSG00000256341"
"9640","ENSG00000256116"
"9641","ENSG00000256940"
"9642","ENSG00000257086"
"9643","ENSG00000257069"
"9644","ENSG00000236935"
"9645","ENSG00000231680"
"9646","ENSG00000231492"
"9647","ENSG00000181908"
"9648","ENSG00000286816"
"9649","ENSG00000232500"
"9650","ENSG00000237410"
"9651","ENSG00000269038"
"9652","ENSG00000229719"
"9653","ENSG00000254501"
"9654","ENSG00000255173"
"9655","ENSG00000278952"
"9656","ENSG00000254614"
"9657","ENSG00000287821"
"9658","ENSG00000287917"
"9659","ENSG00000255478"
"9660","ENSG00000245532"
"9661","ENSG00000279243"
"9662","ENSG00000286756"
"9663","ENSG00000251562"
"9664","ENSG00000270117"
"9665","ENSG00000279093"
"9666","ENSG00000260233"
"9667","ENSG00000285533"
"9668","ENSG00000255557"
"9669","ENSG00000255120"
"9670","ENSG00000255404"
"9671","ENSG00000286459"
"9672","ENSG00000255038"
"9673","ENSG00000255320"
"9674","ENSG00000254461"
"9675","ENSG00000254855"
"9676","ENSG00000254762"
"9677","ENSG00000245156"
"9678","ENSG00000254452"
"9679","ENSG00000254458"
"9680","ENSG00000254756"
"9681","ENSG00000255468"
"9682","ENSG00000254510"
"9683","ENSG00000255517"
"9684","ENSG00000286688"
"9685","ENSG00000250105"
"9686","ENSG00000287934"
"9687","ENSG00000287851"
"9688","ENSG00000274251"
"9689","ENSG00000275484"
"9690","ENSG00000255949"
"9691","ENSG00000184224"
"9692","ENSG00000255119"
"9693","ENSG00000254447"
"9694","ENSG00000251637"
"9695","ENSG00000255306"
"9696","ENSG00000255031"
"9697","ENSG00000255236"
"9698","ENSG00000286369"
"9699","ENSG00000260808"
"9700","ENSG00000250508"
"9701","ENSG00000255741"
"9702","ENSG00000261625"
"9703","ENSG00000261276"
"9704","ENSG00000256508"
"9705","ENSG00000260895"
"9706","ENSG00000261070"
"9707","ENSG00000260877"
"9708","ENSG00000259854"
"9709","ENSG00000255980"
"9710","ENSG00000255606"
"9711","ENSG00000261347"
"9712","ENSG00000255774"
"9713","ENSG00000285094"
"9714","ENSG00000260348"
"9715","ENSG00000260679"
"9716","ENSG00000255191"
"9717","ENSG00000254605"
"9718","ENSG00000248844"
"9719","ENSG00000254417"
"9720","ENSG00000255143"
"9721","ENSG00000254902"
"9722","ENSG00000254721"
"9723","ENSG00000254604"
"9724","ENSG00000254484"
"9725","ENSG00000255539"
"9726","ENSG00000254495"
"9727","ENSG00000246889"
"9728","ENSG00000227726"
"9729","ENSG00000279459"
"9730","ENSG00000226627"
"9731","ENSG00000236262"
"9732","ENSG00000280089"
"9733","ENSG00000171671"
"9734","ENSG00000286708"
"9735","ENSG00000254682"
"9736","ENSG00000286948"
"9737","ENSG00000248671"
"9738","ENSG00000254972"
"9739","ENSG00000285933"
"9740","ENSG00000251143"
"9741","ENSG00000204971"
"9742","ENSG00000285864"
"9743","ENSG00000255843"
"9744","ENSG00000256739"
"9745","ENSG00000255672"
"9746","ENSG00000256403"
"9747","ENSG00000227467"
"9748","ENSG00000256633"
"9749","ENSG00000255808"
"9750","ENSG00000256007"
"9751","ENSG00000286555"
"9752","ENSG00000245148"
"9753","ENSG00000285693"
"9754","ENSG00000256568"
"9755","ENSG00000215841"
"9756","ENSG00000260401"
"9757","ENSG00000257038"
"9758","ENSG00000256928"
"9759","ENSG00000256448"
"9760","ENSG00000255928"
"9761","ENSG00000256034"
"9762","ENSG00000255847"
"9763","ENSG00000287425"
"9764","ENSG00000280269"
"9765","ENSG00000246211"
"9766","ENSG00000254631"
"9767","ENSG00000255440"
"9768","ENSG00000254928"
"9769","ENSG00000254837"
"9770","ENSG00000279353"
"9771","ENSG00000278879"
"9772","ENSG00000286943"
"9773","ENSG00000284722"
"9774","ENSG00000255395"
"9775","ENSG00000255136"
"9776","ENSG00000254429"
"9777","ENSG00000279117"
"9778","ENSG00000254963"
"9779","ENSG00000254460"
"9780","ENSG00000255326"
"9781","ENSG00000255434"
"9782","ENSG00000254630"
"9783","ENSG00000247867"
"9784","ENSG00000254826"
"9785","ENSG00000254814"
"9786","ENSG00000255507"
"9787","ENSG00000255081"
"9788","ENSG00000255421"
"9789","ENSG00000254933"
"9790","ENSG00000255362"
"9791","ENSG00000255135"
"9792","ENSG00000255363"
"9793","ENSG00000255479"
"9794","ENSG00000254810"
"9795","ENSG00000236304"
"9796","ENSG00000254975"
"9797","ENSG00000254632"
"9798","ENSG00000255100"
"9799","ENSG00000261578"
"9800","ENSG00000254988"
"9801","ENSG00000268635"
"9802","ENSG00000254985"
"9803","ENSG00000255409"
"9804","ENSG00000254459"
"9805","ENSG00000254691"
"9806","ENSG00000255449"
"9807","ENSG00000254829"
"9808","ENSG00000254675"
"9809","ENSG00000246174"
"9810","ENSG00000254420"
"9811","ENSG00000254649"
"9812","ENSG00000251323"
"9813","ENSG00000255084"
"9814","ENSG00000254563"
"9815","ENSG00000255345"
"9816","ENSG00000254885"
"9817","ENSG00000255209"
"9818","ENSG00000279295"
"9819","ENSG00000254434"
"9820","ENSG00000255178"
"9821","ENSG00000285568"
"9822","ENSG00000287912"
"9823","ENSG00000245832"
"9824","ENSG00000254511"
"9825","ENSG00000255246"
"9826","ENSG00000255382"
"9827","ENSG00000254698"
"9828","ENSG00000246067"
"9829","ENSG00000255503"
"9830","ENSG00000279900"
"9831","ENSG00000254676"
"9832","ENSG00000247137"
"9833","ENSG00000269939"
"9834","ENSG00000254551"
"9835","ENSG00000255234"
"9836","ENSG00000255311"
"9837","ENSG00000254787"
"9838","ENSG00000255555"
"9839","ENSG00000279742"
"9840","ENSG00000255005"
"9841","ENSG00000254699"
"9842","ENSG00000254733"
"9843","ENSG00000278989"
"9844","ENSG00000254731"
"9845","ENSG00000255250"
"9846","ENSG00000269895"
"9847","ENSG00000255471"
"9848","ENSG00000280339"
"9849","ENSG00000246523"
"9850","ENSG00000279836"
"9851","ENSG00000279701"
"9852","ENSG00000278929"
"9853","ENSG00000255183"
"9854","ENSG00000279341"
"9855","ENSG00000279793"
"9856","ENSG00000285835"
"9857","ENSG00000280307"
"9858","ENSG00000255516"
"9859","ENSG00000255102"
"9860","ENSG00000255241"
"9861","ENSG00000279733"
"9862","ENSG00000288018"
"9863","ENSG00000255082"
"9864","ENSG00000279297"
"9865","ENSG00000279603"
"9866","ENSG00000279248"
"9867","ENSG00000279697"
"9868","ENSG00000255429"
"9869","ENSG00000279045"
"9870","ENSG00000279056"
"9871","ENSG00000280201"
"9872","ENSG00000279163"
"9873","ENSG00000254971"
"9874","ENSG00000286665"
"9875","ENSG00000279299"
"9876","ENSG00000280385"
"9877","ENSG00000280367"
"9878","ENSG00000261645"
"9879","ENSG00000280430"
"9880","ENSG00000280085"
"9881","ENSG00000279209"
"9882","ENSG00000279438"
"9883","ENSG00000255187"
"9884","ENSG00000280124"
"9885","ENSG00000278980"
"9886","ENSG00000280093"
"9887","ENSG00000255332"
"9888","ENSG00000278859"
"9889","ENSG00000254705"
"9890","ENSG00000255506"
"9891","ENSG00000282916"
"9892","ENSG00000254874"
"9893","ENSG00000278892"
"9894","ENSG00000279304"
"9895","ENSG00000280379"
"9896","ENSG00000279269"
"9897","ENSG00000255233"
"9898","ENSG00000279684"
"9899","ENSG00000279454"
"9900","ENSG00000278953"
"9901","ENSG00000254911"
"9902","ENSG00000279696"
"9903","ENSG00000250519"
"9904","ENSG00000255893"
"9905","ENSG00000255929"
"9906","ENSG00000280167"
"9907","ENSG00000233536"
"9908","ENSG00000255666"
"9909","ENSG00000256469"
"9910","ENSG00000245552"
"9911","ENSG00000250390"
"9912","ENSG00000285842"
"9913","ENSG00000255605"
"9914","ENSG00000285921"
"9915","ENSG00000255679"
"9916","ENSG00000256684"
"9917","ENSG00000254587"
"9918","ENSG00000255039"
"9919","ENSG00000255502"
"9920","ENSG00000254599"
"9921","ENSG00000254830"
"9922","ENSG00000248027"
"9923","ENSG00000282728"
"9924","ENSG00000260008"
"9925","ENSG00000277459"
"9926","ENSG00000254422"
"9927","ENSG00000255337"
"9928","ENSG00000255482"
"9929","ENSG00000256916"
"9930","ENSG00000281655"
"9931","ENSG00000260966"
"9932","ENSG00000285878"
"9933","ENSG00000254987"
"9934","ENSG00000255548"
"9935","ENSG00000256422"
"9936","ENSG00000285813"
"9937","ENSG00000254433"
"9938","ENSG00000254580"
"9939","ENSG00000286345"
"9940","ENSG00000287802"
"9941","ENSG00000261098"
"9942","ENSG00000288012"
"9943","ENSG00000255467"
"9944","ENSG00000285696"
"9945","ENSG00000203334"
"9946","ENSG00000255528"
"9947","ENSG00000255028"
"9948","ENSG00000254659"
"9949","ENSG00000287245"
"9950","ENSG00000254416"
"9951","ENSG00000287556"
"9952","ENSG00000271390"
"9953","ENSG00000271584"
"9954","ENSG00000287028"
"9955","ENSG00000196167"
"9956","ENSG00000288097"
"9957","ENSG00000255428"
"9958","ENSG00000286028"
"9959","ENSG00000254980"
"9960","ENSG00000254990"
"9961","ENSG00000254450"
"9962","ENSG00000255334"
"9963","ENSG00000254638"
"9964","ENSG00000268472"
"9965","ENSG00000250303"
"9966","ENSG00000254968"
"9967","ENSG00000255484"
"9968","ENSG00000285769"
"9969","ENSG00000287006"
"9970","ENSG00000254626"
"9971","ENSG00000288070"
"9972","ENSG00000247416"
"9973","ENSG00000227487"
"9974","ENSG00000255129"
"9975","ENSG00000270179"
"9976","ENSG00000256757"
"9977","ENSG00000256603"
"9978","ENSG00000256452"
"9979","ENSG00000286463"
"9980","ENSG00000256947"
"9981","ENSG00000256195"
"9982","ENSG00000287897"
"9983","ENSG00000256972"
"9984","ENSG00000255580"
"9985","ENSG00000256315"
"9986","ENSG00000256281"
"9987","ENSG00000255689"
"9988","ENSG00000255599"
"9989","ENSG00000260254"
"9990","ENSG00000279771"
"9991","ENSG00000256717"
"9992","ENSG00000279818"
"9993","ENSG00000288020"
"9994","ENSG00000246100"
"9995","ENSG00000257067"
"9996","ENSG00000236437"
"9997","ENSG00000278945"
"9998","ENSG00000237937"
"9999","ENSG00000226645"
"10000","ENSG00000236267"
"10001","ENSG00000285513"
"10002","ENSG00000235910"
"10003","ENSG00000224077"
"10004","ENSG00000280143"
"10005","ENSG00000278768"
"10006","ENSG00000276505"
"10007","ENSG00000250699"
"10008","ENSG00000279586"
"10009","ENSG00000270403"
"10010","ENSG00000254844"
"10011","ENSG00000254528"
"10012","ENSG00000280032"
"10013","ENSG00000254873"
"10014","ENSG00000269944"
"10015","ENSG00000255384"
"10016","ENSG00000255435"
"10017","ENSG00000255176"
"10018","ENSG00000255422"
"10019","ENSG00000287238"
"10020","ENSG00000278376"
"10021","ENSG00000245869"
"10022","ENSG00000255121"
"10023","ENSG00000254428"
"10024","ENSG00000255114"
"10025","ENSG00000271751"
"10026","ENSG00000272186"
"10027","ENSG00000245385"
"10028","ENSG00000245248"
"10029","ENSG00000254740"
"10030","ENSG00000263873"
"10031","ENSG00000254561"
"10032","ENSG00000255247"
"10033","ENSG00000254854"
"10034","ENSG00000287545"
"10035","ENSG00000288047"
"10036","ENSG00000286992"
"10037","ENSG00000254863"
"10038","ENSG00000255216"
"10039","ENSG00000286731"
"10040","ENSG00000176984"
"10041","ENSG00000259541"
"10042","ENSG00000250493"
"10043","ENSG00000246790"
"10044","ENSG00000286044"
"10045","ENSG00000286023"
"10046","ENSG00000286497"
"10047","ENSG00000255248"
"10048","ENSG00000255015"
"10049","ENSG00000255219"
"10050","ENSG00000286341"
"10051","ENSG00000285909"
"10052","ENSG00000288061"
"10053","ENSG00000254710"
"10054","ENSG00000254823"
"10055","ENSG00000254467"
"10056","ENSG00000285561"
"10057","ENSG00000255045"
"10058","ENSG00000250073"
"10059","ENSG00000279342"
"10060","ENSG00000245498"
"10061","ENSG00000254568"
"10062","ENSG00000254943"
"10063","ENSG00000285825"
"10064","ENSG00000255475"
"10065","ENSG00000254880"
"10066","ENSG00000259290"
"10067","ENSG00000254932"
"10068","ENSG00000255537"
"10069","ENSG00000260209"
"10070","ENSG00000255027"
"10071","ENSG00000254790"
"10072","ENSG00000261257"
"10073","ENSG00000287666"
"10074","ENSG00000254833"
"10075","ENSG00000254694"
"10076","ENSG00000254905"
"10077","ENSG00000255062"
"10078","ENSG00000280832"
"10079","ENSG00000257271"
"10080","ENSG00000254607"
"10081","ENSG00000254938"
"10082","ENSG00000279358"
"10083","ENSG00000254960"
"10084","ENSG00000255317"
"10085","ENSG00000218109"
"10086","ENSG00000255087"
"10087","ENSG00000272642"
"10088","ENSG00000273409"
"10089","ENSG00000273415"
"10090","ENSG00000272575"
"10091","ENSG00000254588"
"10092","ENSG00000245008"
"10093","ENSG00000254703"
"10094","ENSG00000281386"
"10095","ENSG00000281097"
"10096","ENSG00000287426"
"10097","ENSG00000233220"
"10098","ENSG00000175773"
"10099","ENSG00000175728"
"10100","ENSG00000288013"
"10101","ENSG00000254842"
"10102","ENSG00000255455"
"10103","ENSG00000236129"
"10104","ENSG00000227125"
"10105","ENSG00000237612"
"10106","ENSG00000231698"
"10107","ENSG00000237654"
"10108","ENSG00000285980"
"10109","ENSG00000224795"
"10110","ENSG00000238117"
"10111","ENSG00000224700"
"10112","ENSG00000238262"
"10113","ENSG00000279090"
"10114","ENSG00000279497"
"10115","ENSG00000255371"
"10116","ENSG00000279711"
"10117","ENSG00000279189"
"10118","ENSG00000254896"
"10119","ENSG00000287068"
"10120","ENSG00000255258"
"10121","ENSG00000255406"
"10122","ENSG00000204241"
"10123","ENSG00000254648"
"10124","ENSG00000255348"
"10125","ENSG00000255545"
"10126","ENSG00000254573"
"10127","ENSG00000286374"
"10128","ENSG00000254989"
"10129","ENSG00000285640"
"10130","ENSG00000255344"
"10131","ENSG00000251226"
"10132","ENSG00000287251"
"10133","ENSG00000255327"
"10134","ENSG00000279046"
"10135","ENSG00000285735"
"10136","ENSG00000255512"
"10137","ENSG00000249054"
"10138","ENSG00000256948"
"10139","ENSG00000249695"
"10140","ENSG00000256694"
"10141","ENSG00000256540"
"10142","ENSG00000255671"
"10143","ENSG00000256577"
"10144","ENSG00000255746"
"10145","ENSG00000261799"
"10146","ENSG00000256020"
"10147","ENSG00000255825"
"10148","ENSG00000177406"
"10149","ENSG00000256672"
"10150","ENSG00000285704"
"10151","ENSG00000250132"
"10152","ENSG00000249028"
"10153","ENSG00000267285"
"10154","ENSG00000249628"
"10155","ENSG00000285627"
"10156","ENSG00000287698"
"10157","ENSG00000256706"
"10158","ENSG00000235049"
"10159","ENSG00000203593"
"10160","ENSG00000256837"
"10161","ENSG00000256257"
"10162","ENSG00000278255"
"10163","ENSG00000256025"
"10164","ENSG00000256721"
"10165","ENSG00000285555"
"10166","ENSG00000285734"
"10167","ENSG00000256769"
"10168","ENSG00000256271"
"10169","ENSG00000246627"
"10170","ENSG00000256150"
"10171","ENSG00000274659"
"10172","ENSG00000258325"
"10173","ENSG00000258092"
"10174","ENSG00000278356"
"10175","ENSG00000250899"
"10176","ENSG00000256197"
"10177","ENSG00000275850"
"10178","ENSG00000287712"
"10179","ENSG00000236908"
"10180","ENSG00000257048"
"10181","ENSG00000256691"
"10182","ENSG00000287243"
"10183","ENSG00000280202"
"10184","ENSG00000283138"
"10185","ENSG00000256862"
"10186","ENSG00000256969"
"10187","ENSG00000255920"
"10188","ENSG00000256381"
"10189","ENSG00000255474"
"10190","ENSG00000256988"
"10191","ENSG00000255608"
"10192","ENSG00000286866"
"10193","ENSG00000287835"
"10194","ENSG00000256654"
"10195","ENSG00000284513"
"10196","ENSG00000285523"
"10197","ENSG00000256115"
"10198","ENSG00000256417"
"10199","ENSG00000256146"
"10200","ENSG00000256218"
"10201","ENSG00000255983"
"10202","ENSG00000255775"
"10203","ENSG00000256433"
"10204","ENSG00000215039"
"10205","ENSG00000276718"
"10206","ENSG00000276232"
"10207","ENSG00000255966"
"10208","ENSG00000269968"
"10209","ENSG00000245667"
"10210","ENSG00000247853"
"10211","ENSG00000219410"
"10212","ENSG00000270068"
"10213","ENSG00000269892"
"10214","ENSG00000275703"
"10215","ENSG00000272173"
"10216","ENSG00000257084"
"10217","ENSG00000271969"
"10218","ENSG00000205885"
"10219","ENSG00000256967"
"10220","ENSG00000285770"
"10221","ENSG00000255572"
"10222","ENSG00000287713"
"10223","ENSG00000288043"
"10224","ENSG00000282080"
"10225","ENSG00000279865"
"10226","ENSG00000284697"
"10227","ENSG00000226711"
"10228","ENSG00000276417"
"10229","ENSG00000275367"
"10230","ENSG00000215241"
"10231","ENSG00000286895"
"10232","ENSG00000286504"
"10233","ENSG00000226091"
"10234","ENSG00000256101"
"10235","ENSG00000255801"
"10236","ENSG00000280345"
"10237","ENSG00000255829"
"10238","ENSG00000256661"
"10239","ENSG00000249790"
"10240","ENSG00000256904"
"10241","ENSG00000282022"
"10242","ENSG00000257105"
"10243","ENSG00000214851"
"10244","ENSG00000245105"
"10245","ENSG00000237248"
"10246","ENSG00000256427"
"10247","ENSG00000286911"
"10248","ENSG00000260423"
"10249","ENSG00000287577"
"10250","ENSG00000284634"
"10251","ENSG00000272917"
"10252","ENSG00000256442"
"10253","ENSG00000257027"
"10254","ENSG00000256582"
"10255","ENSG00000255882"
"10256","ENSG00000225231"
"10257","ENSG00000231560"
"10258","ENSG00000256803"
"10259","ENSG00000255958"
"10260","ENSG00000256288"
"10261","ENSG00000256155"
"10262","ENSG00000245648"
"10263","ENSG00000256039"
"10264","ENSG00000256888"
"10265","ENSG00000256712"
"10266","ENSG00000275119"
"10267","ENSG00000255790"
"10268","ENSG00000256237"
"10269","ENSG00000247157"
"10270","ENSG00000205791"
"10271","ENSG00000255670"
"10272","ENSG00000275963"
"10273","ENSG00000257004"
"10274","ENSG00000275560"
"10275","ENSG00000256658"
"10276","ENSG00000247498"
"10277","ENSG00000256011"
"10278","ENSG00000255621"
"10279","ENSG00000286869"
"10280","ENSG00000180861"
"10281","ENSG00000256306"
"10282","ENSG00000277935"
"10283","ENSG00000287928"
"10284","ENSG00000256084"
"10285","ENSG00000255649"
"10286","ENSG00000256751"
"10287","ENSG00000214772"
"10288","ENSG00000261324"
"10289","ENSG00000286107"
"10290","ENSG00000256339"
"10291","ENSG00000255727"
"10292","ENSG00000256650"
"10293","ENSG00000255660"
"10294","ENSG00000255565"
"10295","ENSG00000286303"
"10296","ENSG00000256564"
"10297","ENSG00000283240"
"10298","ENSG00000255871"
"10299","ENSG00000287455"
"10300","ENSG00000285724"
"10301","ENSG00000256389"
"10302","ENSG00000256994"
"10303","ENSG00000255648"
"10304","ENSG00000253284"
"10305","ENSG00000287074"
"10306","ENSG00000255910"
"10307","ENSG00000256287"
"10308","ENSG00000287075"
"10309","ENSG00000256499"
"10310","ENSG00000256879"
"10311","ENSG00000256615"
"10312","ENSG00000255644"
"10313","ENSG00000257022"
"10314","ENSG00000275567"
"10315","ENSG00000274624"
"10316","ENSG00000256714"
"10317","ENSG00000250166"
"10318","ENSG00000256973"
"10319","ENSG00000257023"
"10320","ENSG00000256995"
"10321","ENSG00000256923"
"10322","ENSG00000256321"
"10323","ENSG00000115934"
"10324","ENSG00000256473"
"10325","ENSG00000256120"
"10326","ENSG00000197503"
"10327","ENSG00000255745"
"10328","ENSG00000256482"
"10329","ENSG00000278969"
"10330","ENSG00000255921"
"10331","ENSG00000226397"
"10332","ENSG00000258449"
"10333","ENSG00000276842"
"10334","ENSG00000274987"
"10335","ENSG00000275197"
"10336","ENSG00000278743"
"10337","ENSG00000279173"
"10338","ENSG00000257009"
"10339","ENSG00000256686"
"10340","ENSG00000256440"
"10341","ENSG00000256256"
"10342","ENSG00000246695"
"10343","ENSG00000256894"
"10344","ENSG00000286752"
"10345","ENSG00000256234"
"10346","ENSG00000255750"
"10347","ENSG00000278095"
"10348","ENSG00000255858"
"10349","ENSG00000255968"
"10350","ENSG00000256185"
"10351","ENSG00000234428"
"10352","ENSG00000247903"
"10353","ENSG00000275764"
"10354","ENSG00000256226"
"10355","ENSG00000245311"
"10356","ENSG00000248100"
"10357","ENSG00000256377"
"10358","ENSG00000276261"
"10359","ENSG00000256504"
"10360","ENSG00000256747"
"10361","ENSG00000256512"
"10362","ENSG00000257042"
"10363","ENSG00000247934"
"10364","ENSG00000278733"
"10365","ENSG00000273989"
"10366","ENSG00000256513"
"10367","ENSG00000257258"
"10368","ENSG00000275278"
"10369","ENSG00000275476"
"10370","ENSG00000257176"
"10371","ENSG00000274315"
"10372","ENSG00000273680"
"10373","ENSG00000257599"
"10374","ENSG00000257456"
"10375","ENSG00000286566"
"10376","ENSG00000257262"
"10377","ENSG00000257756"
"10378","ENSG00000257932"
"10379","ENSG00000285870"
"10380","ENSG00000246331"
"10381","ENSG00000235884"
"10382","ENSG00000285517"
"10383","ENSG00000245614"
"10384","ENSG00000275097"
"10385","ENSG00000177340"
"10386","ENSG00000256232"
"10387","ENSG00000275769"
"10388","ENSG00000255867"
"10389","ENSG00000287388"
"10390","ENSG00000276900"
"10391","ENSG00000255760"
"10392","ENSG00000276136"
"10393","ENSG00000257530"
"10394","ENSG00000277342"
"10395","ENSG00000274964"
"10396","ENSG00000276115"
"10397","ENSG00000276148"
"10398","ENSG00000274105"
"10399","ENSG00000275854"
"10400","ENSG00000286950"
"10401","ENSG00000274976"
"10402","ENSG00000257435"
"10403","ENSG00000259937"
"10404","ENSG00000273853"
"10405","ENSG00000245482"
"10406","ENSG00000256538"
"10407","ENSG00000255628"
"10408","ENSG00000255652"
"10409","ENSG00000287442"
"10410","ENSG00000258119"
"10411","ENSG00000257718"
"10412","ENSG00000258144"
"10413","ENSG00000286576"
"10414","ENSG00000285732"
"10415","ENSG00000260943"
"10416","ENSG00000223914"
"10417","ENSG00000225342"
"10418","ENSG00000258167"
"10419","ENSG00000274682"
"10420","ENSG00000257228"
"10421","ENSG00000257784"
"10422","ENSG00000257239"
"10423","ENSG00000286591"
"10424","ENSG00000274943"
"10425","ENSG00000257225"
"10426","ENSG00000258068"
"10427","ENSG00000257510"
"10428","ENSG00000257164"
"10429","ENSG00000257114"
"10430","ENSG00000257849"
"10431","ENSG00000257373"
"10432","ENSG00000258331"
"10433","ENSG00000257947"
"10434","ENSG00000275286"
"10435","ENSG00000286671"
"10436","ENSG00000257319"
"10437","ENSG00000287386"
"10438","ENSG00000278351"
"10439","ENSG00000257657"
"10440","ENSG00000273015"
"10441","ENSG00000278475"
"10442","ENSG00000274591"
"10443","ENSG00000258096"
"10444","ENSG00000257261"
"10445","ENSG00000257496"
"10446","ENSG00000275481"
"10447","ENSG00000278896"
"10448","ENSG00000272369"
"10449","ENSG00000274723"
"10450","ENSG00000247774"
"10451","ENSG00000257925"
"10452","ENSG00000258181"
"10453","ENSG00000276454"
"10454","ENSG00000257924"
"10455","ENSG00000257906"
"10456","ENSG00000276390"
"10457","ENSG00000257433"
"10458","ENSG00000280054"
"10459","ENSG00000274902"
"10460","ENSG00000277173"
"10461","ENSG00000268069"
"10462","ENSG00000276691"
"10463","ENSG00000274737"
"10464","ENSG00000257488"
"10465","ENSG00000205537"
"10466","ENSG00000278385"
"10467","ENSG00000279840"
"10468","ENSG00000258203"
"10469","ENSG00000257985"
"10470","ENSG00000257955"
"10471","ENSG00000276814"
"10472","ENSG00000274124"
"10473","ENSG00000279875"
"10474","ENSG00000269514"
"10475","ENSG00000258234"
"10476","ENSG00000275228"
"10477","ENSG00000257735"
"10478","ENSG00000273765"
"10479","ENSG00000258121"
"10480","ENSG00000257653"
"10481","ENSG00000257660"
"10482","ENSG00000258283"
"10483","ENSG00000257913"
"10484","ENSG00000257346"
"10485","ENSG00000258017"
"10486","ENSG00000258101"
"10487","ENSG00000258232"
"10488","ENSG00000258334"
"10489","ENSG00000287537"
"10490","ENSG00000257964"
"10491","ENSG00000258057"
"10492","ENSG00000257253"
"10493","ENSG00000257771"
"10494","ENSG00000258135"
"10495","ENSG00000257588"
"10496","ENSG00000257378"
"10497","ENSG00000272368"
"10498","ENSG00000257298"
"10499","ENSG00000257256"
"10500","ENSG00000274156"
"10501","ENSG00000274797"
"10502","ENSG00000278126"
"10503","ENSG00000271065"
"10504","ENSG00000260122"
"10505","ENSG00000260473"
"10506","ENSG00000261586"
"10507","ENSG00000259887"
"10508","ENSG00000259884"
"10509","ENSG00000257663"
"10510","ENSG00000257989"
"10511","ENSG00000258279"
"10512","ENSG00000257137"
"10513","ENSG00000257671"
"10514","ENSG00000257830"
"10515","ENSG00000287051"
"10516","ENSG00000257829"
"10517","ENSG00000258253"
"10518","ENSG00000257500"
"10519","ENSG00000257495"
"10520","ENSG00000257700"
"10521","ENSG00000257475"
"10522","ENSG00000257337"
"10523","ENSG00000257808"
"10524","ENSG00000257605"
"10525","ENSG00000257379"
"10526","ENSG00000282977"
"10527","ENSG00000270175"
"10528","ENSG00000257550"
"10529","ENSG00000285692"
"10530","ENSG00000286069"
"10531","ENSG00000260492"
"10532","ENSG00000260030"
"10533","ENSG00000249641"
"10534","ENSG00000228630"
"10535","ENSG00000251151"
"10536","ENSG00000250133"
"10537","ENSG00000250451"
"10538","ENSG00000273046"
"10539","ENSG00000260597"
"10540","ENSG00000248265"
"10541","ENSG00000249388"
"10542","ENSG00000250432"
"10543","ENSG00000250742"
"10544","ENSG00000260470"
"10545","ENSG00000257534"
"10546","ENSG00000248576"
"10547","ENSG00000257596"
"10548","ENSG00000258344"
"10549","ENSG00000258137"
"10550","ENSG00000258086"
"10551","ENSG00000257477"
"10552","ENSG00000257824"
"10553","ENSG00000257634"
"10554","ENSG00000257870"
"10555","ENSG00000258763"
"10556","ENSG00000258921"
"10557","ENSG00000258056"
"10558","ENSG00000257509"
"10559","ENSG00000273973"
"10560","ENSG00000258554"
"10561","ENSG00000273890"
"10562","ENSG00000257449"
"10563","ENSG00000257553"
"10564","ENSG00000258345"
"10565","ENSG00000258317"
"10566","ENSG00000257809"
"10567","ENSG00000258199"
"10568","ENSG00000258260"
"10569","ENSG00000257303"
"10570","ENSG00000257740"
"10571","ENSG00000276272"
"10572","ENSG00000287715"
"10573","ENSG00000259125"
"10574","ENSG00000276727"
"10575","ENSG00000258001"
"10576","ENSG00000287200"
"10577","ENSG00000224713"
"10578","ENSG00000257342"
"10579","ENSG00000255737"
"10580","ENSG00000270039"
"10581","ENSG00000269903"
"10582","ENSG00000257953"
"10583","ENSG00000245651"
"10584","ENSG00000273805"
"10585","ENSG00000257698"
"10586","ENSG00000257541"
"10587","ENSG00000279134"
"10588","ENSG00000279411"
"10589","ENSG00000258231"
"10590","ENSG00000257259"
"10591","ENSG00000257443"
"10592","ENSG00000286351"
"10593","ENSG00000286279"
"10594","ENSG00000258214"
"10595","ENSG00000257230"
"10596","ENSG00000257294"
"10597","ENSG00000287014"
"10598","ENSG00000286402"
"10599","ENSG00000257880"
"10600","ENSG00000257568"
"10601","ENSG00000221949"
"10602","ENSG00000257354"
"10603","ENSG00000275180"
"10604","ENSG00000257235"
"10605","ENSG00000279444"
"10606","ENSG00000258117"
"10607","ENSG00000249753"
"10608","ENSG00000255850"
"10609","ENSG00000256571"
"10610","ENSG00000255886"
"10611","ENSG00000287618"
"10612","ENSG00000255817"
"10613","ENSG00000255629"
"10614","ENSG00000277895"
"10615","ENSG00000256199"
"10616","ENSG00000256670"
"10617","ENSG00000225195"
"10618","ENSG00000256314"
"10619","ENSG00000280320"
"10620","ENSG00000280181"
"10621","ENSG00000215159"
"10622","ENSG00000286682"
"10623","ENSG00000255693"
"10624","ENSG00000248995"
"10625","ENSG00000198671"
"10626","ENSG00000276853"
"10627","ENSG00000250280"
"10628","ENSG00000250748"
"10629","ENSG00000255866"
"10630","ENSG00000256268"
"10631","ENSG00000256915"
"10632","ENSG00000277945"
